,id,tid_not_to_be_used,airline,tag,tweet
1242,47279,5.41029E+17,American,rO(x6c15'Can,@AmericanAir @USAirways the next time you decide to cancel first class reservations with MY CUSTOMER and put me on another flight W/O FirstC
1243,47295,5.41039E+17,JetBlue,rO(x6c15'Can,@JetBlue can't dm if I don't follow u. The crew is aware of the issue they should offer the credit. More upset Abe no refund on my sons tic
1244,47433,5.41153E+17,VirginAmerica,rO(x6c15'Can,Tonight's @VirginAmerica flight felt more like a booze cruise than a commuter flight. #canceled #delayed #rebooked #happytobehome
1245,47443,5.41169E+17,United,rO(x6c15'Can,@iodboi @united @WrongIslandCon Did you miss the whole unitedgate episode from last week?
1246,47458,5.41208E+17,American,rO(x6c15'Can,@AmericanAir #Shameonyou Your ridiculous and absurd Italian crew made me lost my flight in#Malpensa#americanairlines http://t.co/S1kioIihEH
1247,47618,5.41342E+17,SouthWest,rO(x6c15'Can,To the pompous men on @SouthwestAir #4420 that had to board first over priority boarding elders...#shameOnYou #pathetic #EmptyFlight
1248,47677,5.41391E+17,VirginAmerica,rO(x6c15'Can,@VirginAmerica - I regularly fly back and forth from Cali to New York. This happened before and I couldn't board a flight. Disappointed.
1249,47700,5.41423E+17,American,rO(x6c15'Can,@AmericanAir I've been waiting for over 2 weeks for a response on a customer related issue. #Help I've sent 2 emails to contact us! #noluck
1250,47717,5.41451E+17,United,rO(x6c15'Can,"@united flight 1234 delayed hours, it's there compensation for my wife and I? :("
1251,47749,5.41556E+17,SouthWest,rO(x6c15'Can,I've never flown @SouthwestAir before today. I'm nervous because I don't think I understand their boarding process...
1252,47791,5.41615E+17,Delta,rO(x6c15'Can,@justleon @Delta @DeltaAssist u poor darl! And the day's just starting! #Hosanna!
1253,47879,5.41677E+17,Delta,rO(x6c15'Can,@DeltaAssist Stunned by how rate policy applied to my case - seems predatory. Cust svc response even worse. Is there any recourse to appeal?
1254,47884,5.41681E+17,United,rO(x6c15'Can,@united imagine... Another delayed UAL flight... I think I know what UAL stands for Usually Ain't Leaving
1255,47894,5.41688E+17,United,rO(x6c15'Can,@ARdpb @united lol-Ironic that former elites (that defected) never got so much as an e-mail asking why they went a year w/o a single flight
1256,47939,5.41721E+17,JetBlue,rO(x6c15'Can,@jjklee that sux we were delayed about 30min but expected to arrive 30 mins earlier @JetBlue @USAirways
1257,48002,5.4175E+17,American,rO(x6c15'Can,Flight delay in #MKE means hoping @AmericanAir holds flight 3201 to #BNA out of #ORD
1258,48023,5.41765E+17,American,rO(x6c15'Can,@AmericanAir they where told where this time. They are stuck at Dallas.
1259,48082,5.41804E+17,Delta,rO(x6c15'Can,@DeltaAssist everything about this flight update is all wrong.  Disappointed. http://t.co/ryDzPIdYXE
1260,48088,5.41813E+17,Delta,rO(x6c15'Can,@DeltaAssist the new delta app is missing the upgrade list.
1261,48110,5.41839E+17,American,rO(x6c15'Can,@AmericanAir the percentage of my flights that have been delayed / cancelled in the last 22 months for non-weather reasons is appalling
1262,48119,5.41869E+17,United,rO(x6c15'Can,@united @SailDocS No .too late
1263,48143,5.41935E+17,American,rO(x6c15'Can,I guess that I should not be surprised by another @AmericanAir delay out of BTR. AA really has me in a bad mood lately.
1264,48223,5.42E+17,SouthWest,rO(x6c15'Can,@SouthwestAir thinks an unusable WiFi connection is worth $8? Such a joke! Never again.
1265,48224,5.42E+17,American,rO(x6c15'Can,I NEVER use my award miles with @British_Airways because of their excessive fuel charges. @AmericanAir or @airberlin are the only way to go
1266,48275,5.42027E+17,SouthWest,rO(x6c15'Can,Weird that @SouthwestAir would cancel a flight for no apparent reason and there are no more flights available today? You can do that?
1267,48362,5.4208E+17,Delta,rO(x6c15'Can,@DeltaAssist Why do you change my seat assignment as I'm getting on the Jetway? I like the seat I chose online #frustrated
1268,48406,5.42106E+17,United,rO(x6c15'Can,@united what's up w the old white people getting put up at double tree while I'm at the Hampton inn. We're all on the same cancelled flight!
1269,48426,5.42122E+17,Delta,rO(x6c15'Can,@dgattine @DeltaAssist Oh the problems of the jet set.
1270,48427,5.42123E+17,SouthWest,rO(x6c15'Can,What's up @SouthwestAir? Third time in four Sacramento trips ainxe April a flight cancelled on me. Driving next time.
1271,48442,5.42137E+17,SouthWest,rO(x6c15'Can,@SouthwestAir 2nd time this happened! Coming to ONT my flight was canceled and pushed back to the next morning! Today we have a Delay! SMH
1272,48459,5.42149E+17,United,rO(x6c15'Can,"Stuck here with no bag or clothes for work tomorrow because @united sent my bag to Chicago not Fargo, MN. I need to work tomorrow!"
1273,48465,5.42152E+17,United,rO(x6c15'Can,@united Flight #3559 CANCELLED bc a crew wasn't scheduled???? The workers there must not think that our work schedule is important also :(
1274,48521,5.42279E+17,Delta,rO(x6c15'Can,@DeltaAssist My flight DL161 from Amsterdam was late leaving. I have a connection to San Antonio. Will I make the DL5747 flight?
1275,48571,5.42352E+17,American,rO(x6c15'Can,"@AmericanAir A week and a half later, and still no response from American Airline customer service."
1276,48610,5.42383E+17,JetBlue,rO(x6c15'Can,"@JetBlue Rock &amp; Roll Hall of Fame, here we come. Never had any way to go to Cleveland before."
1277,48689,5.42426E+17,American,rO(x6c15'Can,"_@MasterCard: We gave @AmericanAir passengers a #PricelessSurprises premiere of @AnnieMovie"" Because holiday flying isn't bad enough!"
1278,48702,5.42434E+17,United,rO(x6c15'Can,"So, @United -- what are the chances of me getting my lost Kindle Paperwhite back? #sadreader"
1279,48716,5.42441E+17,SouthWest,rO(x6c15'Can,I'm still waiting for @SouthwestAir's explanation of why they were so terrible the last time I flew.
1280,48795,5.42484E+17,United,rO(x6c15'Can,"@ju2thalee we had a ""weight balance"" issue. I get that after a week on the road w/o working out. Hope it's something different cc @united"
1281,48810,5.42493E+17,American,rO(x6c15'Can,I've never had a bad day with @AmericanAir. Today's delays did not go in my favor though. Missing that chipotle deadline in Fresno :(
1282,48954,5.42686E+17,American,rO(x6c15'Can,@AmericanAir again more and more delays... This is my 3rd flight in 2 days and the 3rd flight delayed..  #nomoreamericanair
1283,48963,5.42692E+17,American,rO(x6c15'Can,"Two days of travel just for @AmericanAir to lose our bag with all Baileys clothes and shoes in it! Worst part, they dont know where it is!"
1284,48965,5.42695E+17,SouthWest,rO(x6c15'Can,"@SouthwestAir unfortunately, while monitoring 3 kids I didn't notice the damage until I got home. Should have known, not the first time."
1285,48992,5.42718E+17,VirginAmerica,rO(x6c15'Can,"The gate lice struggle is real this morning at @VirginAmerica, because if you don't all gather at the gate the plane will leave w/o you!"
1286,48993,5.42718E+17,American,rO(x6c15'Can,"@united with you, it's a shame that his flight was really cheap, and then I get hit with that price for the dog. I'll try @AmericanAir next."
1287,49025,5.42738E+17,SouthWest,rO(x6c15'Can,.@SouthwestAir -Only way to file a lost claim computer claim is online but your mobile site doesn't offer access to claim forms. Frustrating
1288,49134,5.42804E+17,Delta,rO(x6c15'Can,@DeltaAssist conf g5hunc. Called to have agent protect me on next flight in case I miss connection. He cancelled my flight tonite instead
1289,49137,5.42805E+17,SouthWest,rO(x6c15'Can,#roc to #lasvegas  in the AM on @SouthwestAir hoping the flight doesn't get cancelled!
1290,49144,5.42808E+17,United,rO(x6c15'Can,30 minutes and still waiting for my carryon @united -- not okay!
1291,49173,5.42823E+17,United,rO(x6c15'Can,@united I will get the info as soon as I make it home which is also delayed once again and the agents won't even try to help us
1292,49224,5.42848E+17,United,rO(x6c15'Can,Sitting at SFO. Delayed @united flight for maintenance. If it lasts any longer we will get into weather delay!
1293,49235,5.42853E+17,AlaskaAir,rO(x6c15'Can,@gogo once again providing a poor product #monopoly #onlytwitterworks #alternativesplease #gogonogo @alaskaair
1294,49257,5.42862E+17,AlaskaAir,rO(x6c15'Can,"@AlaskaAir @makeandtakes Would end too quickly. Most of those things you can find at the gate. :) Oh wait, for kids? Make an adult version!"
1295,49297,5.42882E+17,SouthWest,rO(x6c15'Can,On an @AmericanAir flight from DFW to IAH.  Miss my @SouthwestAir #30minuteslate
1296,49443,5.4306E+17,SouthWest,rO(x6c15'Can,@SouthwestAir I did. Now it's just a waiting game.
1297,49461,5.4307E+17,American,rO(x6c15'Can,".@AmericanAir, after paying for a seat upgrade, I didn't expect broken parts, busted shade, seat that won't recline http://t.co/owuHQR3YWO"
1298,49464,5.43072E+17,SouthWest,rO(x6c15'Can,Horrible experience flying @SpiritAirlines I guess that's 9 consecutive flights now.  @JetBlue @SouthwestAir plz add flights MYR to NY area.
1299,49497,5.43097E+17,Delta,rO(x6c15'Can,Why does Sherry M treat United States Navy service men &amp; their families poorly at Sky Priority @DeltaAssist?
1300,49583,5.43145E+17,American,rO(x6c15'Can,Stuck in zone 4 or 5 regardless how much I fly @USAirways. Baiting me for preferred access or vanity cc. Please make it better @AmericanAir
1301,49610,5.4316E+17,United,rO(x6c15'Can,@United your staff is horrible
1302,49611,5.43161E+17,Delta,rO(x6c15'Can,@DeltaAssist No. 12/7 flights into RSW were cancelled. Your reps thought issue was in Atlanta so bumped me to Detroit. Had to fly into FLL
1303,49693,5.43197E+17,Delta,rO(x6c15'Can,@DeltaAssist I'm waiting on the tarmac at SMF and I don't want to miss my connection out of LAX to LIH. Please hold the plane if possible.
1304,49699,5.43201E+17,United,rO(x6c15'Can,@united Unacceptable! My mother left her wallet United airport they call they founditi and will mail it and then call to say they lost it!!!
1305,49759,5.4323E+17,SouthWest,rO(x6c15'Can,"@SouthwestAir I'm upset with Southwest air. I've flown with them for years, but then they caused me to miss my brother's wedding. #southwest"
1306,49762,5.43232E+17,AlaskaAir,rO(x6c15'Can,My inbound @AlaskaAir flight was delayed and now the no one told the fuel truck we needed fuel. Missing my connection. I just want home!!!
1307,49765,5.43232E+17,American,rO(x6c15'Can,@AmericanAir flight 2417 to MEX delayed because somebody forgot to get the rear galley trash bin. Someone did not follow the standard....
1308,49767,5.43234E+17,United,rO(x6c15'Can,Massive PR fail by @united jet stranded at Canberra Airport for up to 8 hours with 300 passengers on board. No pilots available until 5PM
1309,49943,5.43432E+17,JetBlue,rO(x6c15'Can,@JetBlue my husband is at LGA and his flight was just cancelled. The gate is a mess. What's the best way to get him rebooked ASAP
1310,50014,5.43473E+17,United,rO(x6c15'Can,@united yes my flight is internationally? That's why I thought they cancel my flight
1311,50064,5.43494E+17,United,rO(x6c15'Can,1 hr + delay on the runway @united 4650 - awaiting paperwork?
1312,50069,5.43496E+17,SouthWest,rO(x6c15'Can,@SouthwestAir major back up on I95 for miles that'll result in a missed flight from FLL to msy. Any options?
1313,50216,5.43564E+17,American,rO(x6c15'Can,You're ruining my life @AmericanAir
1314,50223,5.43567E+17,Delta,rO(x6c15'Can,@DeltaAssist maybe get things sorted and not have people boarding broken planes????
1315,50231,5.43571E+17,JetBlue,rO(x6c15'Can,@JetBlue starting to become disappointed with @JetBlue with lack of response to my email.
1316,50268,5.43585E+17,SouthWest,rO(x6c15'Can,My flight got just got delayed for the THIRD time! You seriously suck @SouthwestAir !!
1317,50269,5.43586E+17,American,rO(x6c15'Can,"@akacharleswade @AmericanAir Unfortunately, passenger rights don't apply til 3hrs on tarmac, but u have other options http://t.co/D2afPLN0TZ"
1318,50277,5.43589E+17,SouthWest,rO(x6c15'Can,@GaryAllan. .  Delay in flight with @SouthwestAir from Albuquerque! Please don't sing my favorites just yet! Oh let's just postpone an hour.
1319,50279,5.43591E+17,American,rO(x6c15'Can,@AmericanAir already delayed and now sitting on the damn plans for a light issue. The least you can do is give us some drinks!!
1320,50291,5.43596E+17,American,rO(x6c15'Can,@AmericanAir any informaci_n about flight 225?? At tje app only says delayed!! 2 times til now
1321,50311,5.4361E+17,United,rO(x6c15'Can,@united most annoying disco vibrating techno music on flight #595 - what r u thinking??!!
1322,50347,5.43635E+17,United,rO(x6c15'Can,"@KelenKeller38 @united and then your luggage will go ""missing"""
1323,50371,5.43656E+17,AlaskaAir,rO(x6c15'Can,Multiple part story.@AlaskaAir flight #518. Flight delayed. Adorable couple re-seated from grounded flight gives crew Starbucks gift cards.
1324,50390,5.43697E+17,United,rO(x6c15'Can,MT @nypost: 300 @United pax on their way 2 Sydney stuck on the tarmac for eight hours after the plane was diverted http://t.co/k8YBeOrNqE_
1325,50405,5.43739E+17,JetBlue,rO(x6c15'Can,"Tis, tis @JetBlue no tv or hot beverages on our flight. Might as well be flying United."
1326,50489,5.43812E+17,American,rO(x6c15'Can,I keep saying this but I'm so frustrated with @AmericanAir. Still don't have my bags (day 2) and who knows if they lost it #PleaseUnfollow
1327,50561,5.43855E+17,JetBlue,rO(x6c15'Can,@JetBlue disappointed you'll start to charge for bags and more seats will be added to planes. Time to switch airlines. Bad move!
1328,50666,5.43937E+17,AlaskaAir,rO(x6c15'Can,"@AlaskaAir My mom ordered a gluten free meal, so she received no meal. Dangerous for older woman on meds. FAIL AA"
1329,50707,5.43988E+17,United,rO(x6c15'Can,@united nope. Missed my connect flight even tho I made it 2 gate before stated time.
1330,50711,5.43993E+17,SouthWest,rO(x6c15'Can,@SouthwestAir I'm pissed off because I was in a car accident in June and I missed my flights to SF and you guys refused to give me the
1331,50734,5.44028E+17,United,rO(x6c15'Can,WooHoo. NOT. @united MXP-EWR 4 hours late. Hoping for an alternative to make it to LAS. @FakeUnitedJeff'd charge for extra hours at home.
1332,50745,5.44081E+17,JetBlue,rO(x6c15'Can,Yikes. This @JetBlue flight to RDU smells like a baby had a very bad day. Gross.
1333,50746,5.44081E+17,American,rO(x6c15'Can,Missed flight to Miami due to only 2 attendants at the check in counters. Extremely disappointed @AmericanAir not having priorities straight
1334,50765,5.44103E+17,United,rO(x6c15'Can,.@united typical mess at EWR three gates and they shove everyone into 1 why Sunday morning and security is an hour wtf?
1335,50773,5.4412E+17,American,rO(x6c15'Can,"First time flying @AmericanAir after two years and they're two hours delayed... Two years ago, they were 8 hours delayed. #WorstAirlineEver"
1336,50865,5.44202E+17,United,rO(x6c15'Can,"@united been on hold for 30 minutes, minor emergency. Call me. Please."
1337,50908,5.44222E+17,SouthWest,rO(x6c15'Can,@SouthwestAir you lost my suitcase __
1338,50927,5.44232E+17,American,rO(x6c15'Can,"@AmericanAir anyway you guys could hold flt 1550 out of ORD at 330pm for a few (15) minutes? Currently on US Air 1994, we left late."
1339,50938,5.44236E+17,United,rO(x6c15'Can,"If I had to rate @United on a scale from 1 to 5, with 5 being the best, I'd be upset at having to give them 1 star: they haven't earned it."
1340,51020,5.44285E+17,JetBlue,rO(x6c15'Can,@JetBlue why be such a horrid company for the way you treat your cutomers
1341,51049,5.443E+17,SouthWest,rO(x6c15'Can,The icing on the cake: no one sat in the middle seat next to me flying home. @SouthwestAir you never disappoint. 
1342,51129,5.44335E+17,Delta,rO(x6c15'Can,"@DeltaAssist 4 attempts to book a flight tonight with each resulting in ""error has occurred."" Extremely frustrated."
1343,51142,5.44342E+17,United,rO(x6c15'Can,@SkyWestAirlines @united your airport operations are as poor as I have seen in a long time. What is up with flight 5229?
1344,51158,5.44356E+17,Delta,rO(x6c15'Can,"@DeltaAssist I've accumulated NEGATIVE 100,000 miles on my skymiles account.  Yeah, Negative.  Were we flying backwards on all those trips?"
1345,51183,5.4438E+17,VirginAmerica,rO(x6c15'Can,3 hrs delayed for @VirginAmerica flight to LA from SFO - saved by the @AmericanExpress #centurionlounge http://t.co/DwoGoT6ZSO
1346,51219,5.44463E+17,American,rO(x6c15'Can,"@AmericanAir yep, placed in the sizer and fit.   Added a half an hour to my trip to wait for it..."
1347,51221,5.44467E+17,Delta,rO(x6c15'Can,First flight out and still late. @Delta @DeltaAssist  #noPilot  @CVGairport
1348,51239,5.44485E+17,United,rO(x6c15'Can,@united Just did. Awaiting your reply.
1349,51271,5.44503E+17,SouthWest,rO(x6c15'Can,@SouthwestAir get your shit together. My call keeps getting dropped
1350,51278,5.44506E+17,United,rO(x6c15'Can,@nycrunningmama @united Liars!!
1351,51294,5.44514E+17,United,rO(x6c15'Can,@united YES EVERYONE AND IVE BEEN ON HOLD FOR 30 minutes with a baggage service woman
1352,51363,5.4456E+17,American,rO(x6c15'Can,1) Last night @AmericanAir flight AA112 to BCN took off after 4 hours delayed. The main cabin completely crowded. No space for hand lugage.
1353,51372,5.44565E+17,American,rO(x6c15'Can,"And now, I hate @AmericanAir.  Which airline do you dislike the most?"
1354,51414,5.44583E+17,American,rO(x6c15'Can,Very disappointed @AmericanAir flight Miami-JFK.. Pathetic customer services @rude @angry.. At the gate and on board  .
1355,51487,5.44627E+17,Delta,rO(x6c15'Can,@DeltaAssist Sad that you bump a Diamond Medallion off an earlier flight on Friday going stand because of a weight and balance issue.GM?SM??
1356,51565,5.44671E+17,United,rO(x6c15'Can,@united you lost my bag twice in a row. Completely unacceptable
1357,51582,5.44681E+17,SouthWest,rO(x6c15'Can,@SouthwestAir is ruining Christmas.
1358,51627,5.4471E+17,American,rO(x6c15'Can,@TichinaArnold @AmericanAir @dajerx Do your thing @TichinaArnold ! A woman's work is never done
1359,51696,5.44814E+17,American,rO(x6c15'Can,@AmericanAir I am Chairman on usair.  Which makes me emerald/priority access on AA.  Yet I NEVER get upgraded on AA flights. Can u explain?
1360,51697,5.44818E+17,JetBlue,rO(x6c15'Can,"Morning lights, morning flights. #ChicagoBound W/ my favorite airline @JetBlue _ Oh, how I've missed you. Beyond excited for take off!  "
1361,51700,5.44827E+17,SouthWest,rO(x6c15'Can,@SouthwestAir Is my flight #510 from Oakland really cancelled this am? Rebooking info online isn't confirming yr orig email in middle nite
1362,51718,5.44854E+17,American,rO(x6c15'Can,"@AmericanAir moved my flight 3 hrs, so I miss my next flight (also with American)  - wants to charge me $600 to ""fix"" it #ruinChristmas"
1363,51728,5.44861E+17,SouthWest,rO(x6c15'Can,@SouthwestAir act like they care about you and then don't even respond when the problem is stated. JOKE! I want my money back. All of it
1364,51776,5.44898E+17,SouthWest,rO(x6c15'Can,@SouthwestAir disappointed in your inflexibility today. Not letting us leave bwi on an earlier (non-full) flight to bna...
1365,51787,5.44903E+17,American,rO(x6c15'Can,@AmericanAir It's bee 8 days since I sent an email to customer relations. No response. Horrible customer service. Never flying AA again.
1366,51813,5.44917E+17,SouthWest,rO(x6c15'Can,Hopefully this @SouthwestAir baggage strike doesn't mean I'll be hauling my suitcases across the tarmac come next week...
1367,51866,5.44947E+17,SouthWest,rO(x6c15'Can,@SouthwestAir A-list dad sent to the back because of 12 year old daughter on C-list Seriously Southwest? #593 embarrassed and disappointed
1368,51945,5.44996E+17,AlaskaAir,rO(x6c15'Can,Props to @AlaskaAir for eventually compensating me for the lost bag a couple of months ago. Stoked to finally replace everything.
1369,51991,5.45024E+17,American,rO(x6c15'Can,Hey! @AmericanAir !! FUCK YOU!! Your customer service is the worst. Hello #jetblue !!!
1370,52016,5.45043E+17,United,rO(x6c15'Can,@united no wifi on planes and 40 min wait for a gate in Denver??? Never flying it again!!!
1371,52073,5.45082E+17,SouthWest,rO(x6c15'Can,1/ While changing a flight time from LAX to SFO I was reminded why when possible its always best to fly @SouthwestAir and NEVER @Delta
1372,52091,5.45092E+17,Delta,rO(x6c15'Can,"""@japanesefaces: Fucking #Atl @Delta @DeltaAssist broke my laptop !""welp"
1373,52134,5.45163E+17,American,rO(x6c15'Can,@AmericanAir less than one hour before flt no agent at checkin at #CHO. Long line and people getting upset.
1374,52192,5.45217E+17,JetBlue,rO(x6c15'Can,@JetBlue why do we have to watch the propaganda commercials twice? Once as we leave gate and again after taking off...Seems to happen often
1375,52260,5.45256E+17,United,rO(x6c15'Can,Boarding front seats first back last &gt; never works. Back to front is my recommendation. @united
1376,52281,5.45267E+17,SouthWest,rO(x6c15'Can,@SouthwestAir Will more flights will be released for PHL-MCO for 4/28/15? direct are sold out &amp; I'm not wasting 6 hrs flying out of the way.
1377,52289,5.45268E+17,JetBlue,rO(x6c15'Can,@JetBlue my screen doesn't work now but thanks for the free flyfi on my flight now I missed @BarackObama #cuba #policychange next trip Cuba
1378,52305,5.45278E+17,AlaskaAir,rO(x6c15'Can,Playing Angry Birds in-flight using @AlaskaAir #gogowifi &amp; I'm working.  #modernfamilyvacation http://t.co/4DBgeTK8cf
1379,52327,5.4529E+17,American,rO(x6c15'Can,".@rryanjg Most of them charge extra. @united is the worst, by far. @AmericanAir is among the best. Just ask gate agents &amp; flight attendants"
1380,52345,5.45296E+17,SouthWest,rO(x6c15'Can,@SouthwestAir I was upset I received unopened peanuts on my flight today.. I was close to requesting we turn back.. http://t.co/StKGUbzBHV
1381,52396,5.45321E+17,SouthWest,rO(x6c15'Can,@SouthwestAir sitting  in Jamaica on hold for 2 hours....  Why??  :(
1382,52561,5.45385E+17,United,rO(x6c15'Can,"@united ua6181 w/ many int'l connections running late can you get us a gate in terminal C instead of A? Save us 20min, many would make flts"
1383,52605,5.45404E+17,American,rO(x6c15'Can,"And scored the stand-by seat, Group 4 @AmericanAir which means I'll be waiting a while for my bag but I'll be"
1384,52612,5.45406E+17,Delta,rO(x6c15'Can,"Hey @DeltaAssist, how come every time I try to purchase something through the app I get this? It never fails to #fail http://t.co/AHlnaeQDMC"
1385,52627,5.45414E+17,United,rO(x6c15'Can,"@united you are shockingly incompetent, 5 hour #delay and then #canceling UA869? #neverflyunited #unitedistheworst"
1386,52658,5.4543E+17,American,rO(x6c15'Can,"@AmericanAir wish there was a crew to fly #2239 to Chicago. You said they'd be here in 15 mins. 45 mins ago. Lies, lies, lies. 3 hours late"
1387,52698,5.45465E+17,American,rO(x6c15'Can,Photo: The Worst company: @americanair @AmericanAir @AmericanAirBR You didnt take Care if my mother! Why? http://t.co/8dhkoMald4
1388,52702,5.45471E+17,VirginAmerica,rO(x6c15'Can,Going to be the worst flight ever. Sitting next to a family with a hyper toddler on their lap. Thanks for a sleepless redeye @VirginAmerica
1389,52720,5.45503E+17,Delta,rO(x6c15'Can,@DeltaAssist we now have update that the flight (1262) is delayed from 10:50p to 4:15a but no cancellation info is given
1390,52768,5.45584E+17,SouthWest,rO(x6c15'Can,.@SouthwestAir you have made this day miserable.
1391,52782,5.45595E+17,United,rO(x6c15'Can,30 Mins speaking to a @united 'customer service' rep. 30 mins I'll never get back. Much like my lost item from the flight. Bllgh.
1392,52808,5.45614E+17,Delta,rO(x6c15'Can,@DanicaDee89 @Delta @DeltaAssist @DeltaNewsroom and frightening. This is no longer the country I grew up in. Not sure it's where I wanna be
1393,52893,5.45659E+17,AlaskaAir,rO(x6c15'Can,"Hi @AlaskaAir Im getting an error trying to get into my order on your website, it fails for the last 30 minutes, cannot print my tickets :("
1394,52913,5.45668E+17,American,rO(x6c15'Can,Hooray! My @AmericanAir flight delay has made reaching my connecting flight impossible. Going to see if I can get on a different flight. :(
1395,52919,5.45671E+17,United,rO(x6c15'Can,@united is flight 662 ever going to leave? The reason for the delay keeps changing and we have been sitting here for an hour waiting
1396,52964,5.45693E+17,American,rO(x6c15'Can,_@UberFacts: Airplane blankets are only washed every five to 30 days._ @AmericanAir fuck outta here
1397,52974,5.45696E+17,SouthWest,rO(x6c15'Can,"@SouthwestAir after 45 minutes on hold, I sent an email instead. I couldn't handle the music anymore! hopefully this works out ok!"
1398,52996,5.45708E+17,United,rO(x6c15'Can,@united still waiting for a response 10 days and bouncing!!!!
1399,52997,5.45708E+17,Delta,rO(x6c15'Can,@DeltaAssist Hey there - looking to cancel a reservation. Can you help me with this?
1400,53072,5.45737E+17,American,rO(x6c15'Can,@AmericanAir what's the excuse today?? You guys are horrible! http://t.co/So8OarnhEb
1401,53080,5.45741E+17,JetBlue,rO(x6c15'Can,Dear @JetBlue why are your flights always delayed? Flight2901 #JFK to #FTL.... #DAMN I want to go home!!
1402,53081,5.45741E+17,JetBlue,rO(x6c15'Can,"@RixtonOfficial @JetBlue absolutely gutted I missed this, flying in to NYC from England just two days out :/ #rixtonblues"
1403,53095,5.45746E+17,SouthWest,rO(x6c15'Can,"@SouthwestAir flights never go down closer to the departure date, so there's no point in continuing to check, is there?"
1404,53123,5.45759E+17,American,rO(x6c15'Can,Anything worse then having to fly @AmericanAir ?
1405,53124,5.45759E+17,SouthWest,rO(x6c15'Can,Can't wait for my complementary drink!!!! @SouthwestAir
1406,53339,5.45947E+17,Delta,rO(x6c15'Can,@DeltaAssist pilot does not check his headset when he get on the plane until push back!  1:20 delay and a missed connection + 4 more hr wait
1407,53363,5.4596E+17,Delta,rO(x6c15'Can,"@DeltaAssist you should be ASHAMED of poor ground logistics ""management"" at DTW.  Ran out of gas waiting for de-icing. 1.5 hrs &amp; counting..."
1408,53418,5.45979E+17,AlaskaAir,rO(x6c15'Can,@AlaskaAir No worries. AK Air is the best airline &amp; has the best staff. 25+ yrs biz travel never had pilot go 2 gate 2 give news.
1409,53491,5.4601E+17,JetBlue,rO(x6c15'Can,@jetblue would benefit from an economics lesson. #customerexperience also very poor. #airline #travel #holidays #businessrules
1410,53529,5.46025E+17,American,rO(x6c15'Can,"Leave it up to @AmericanAir to delay a flight because ""we forgot the pilot.""."
1411,53534,5.46028E+17,United,rO(x6c15'Can,Disappointed in you @united....Go to your room and think about what you've done
1412,53588,5.46051E+17,JetBlue,rO(x6c15'Can,"My loyalty to @JetBlue ends today. The awful customer service is  making it impossible to get my brother, a US Marine home for the holidays."
1413,53605,5.4606E+17,American,rO(x6c15'Can,@AmericanAir Why are you not responding to correspondence about my damaged bag (file reference TWZEOS)?
1414,53611,5.46061E+17,American,rO(x6c15'Can,@alma_costa @AmericanAir Poor Alma! Che orribile odissea!
1415,53617,5.46065E+17,American,rO(x6c15'Can,@AmericanAir what is the problem with check ins at SFO airport. Back up to check in is unbelievable
1416,53669,5.4608E+17,JetBlue,rO(x6c15'Can,@southwestair just lost a customer.   Smh should have went to @Jetblue like I usually do
1417,53764,5.46105E+17,VirginAmerica,rO(x6c15'Can,"@Duckerss @AmericanAir @VirginAmerica I ask the customer service chick for help because I missed my help, and didn't help me get a ti (cont)"
1418,53847,5.46136E+17,United,rO(x6c15'Can,Guess u don't feel united? RT @TBIsTheMan: Never flying @United again.  Today has been nothing but problems with this piece of shit airline.
1419,53898,5.46155E+17,United,rO(x6c15'Can,Geez-an hr + delay bc of no crew and the flight attendant is snippy with my seat buddy? To the point of having 2 apologize? #united @united
1420,53916,5.46165E+17,American,rO(x6c15'Can,"@AmericanAir Lost a paid gig, time &amp; a driver waiting for me at the airport for said gig. Looking to be made whole."
1421,53925,5.46168E+17,United,rO(x6c15'Can,@united limit of 4 pets per flight has put me in a terrible spot for tom am. very loyal flyer
1422,54018,5.46271E+17,American,rO(x6c15'Can,@AmericanAir SUCKS!!!
1423,54049,5.46294E+17,United,rO(x6c15'Can,@united landed at stood for about 15-minutes waiting for a gate
1424,54070,5.46308E+17,Delta,rO(x6c15'Can,@DeltaAssist my flight is delayed for a missing battery that had to come from NYC. A. Why does the nations airport not have backup parts?
1425,54128,5.46339E+17,United,rO(x6c15'Can,@united yes! filed report. due to this issue I've become victim of I.D. theft + threatening calls. ive been on hold w/ you for 1 hour. sos!
1426,54154,5.4635E+17,American,rO(x6c15'Can,@AmericanAir bad bad in Miami! http://t.co/SzhrmjypOK
1427,54238,5.46391E+17,SouthWest,rO(x6c15'Can,@swillis524 @SouthwestAir no kidding. After a two hour delay we took off and are now being diverted to St. Louis for an ac problem.
1428,54276,5.46407E+17,United,rO(x6c15'Can,I've been waiting for my guest's luggage for more than 30mins HOU-EWR @united #longest baggage claim wait
1429,54300,5.46418E+17,SouthWest,rO(x6c15'Can,Their flt was cancelled &amp; they're stuck in Austin. I'm resorting to bribery to get them here in time. @SouthwestAir http://t.co/FTCuZXzdpw
1430,54337,5.46432E+17,United,rO(x6c15'Can,@united ...rebooked but worried. This rebooked flight was cancel last night. Will we really fly out to night to RockSprings WY from Denver?
1431,54371,5.46445E+17,United,rO(x6c15'Can,@United FAIL  &gt;2 hour delay and ground crew escaped with no info  WTF??
